Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Winter	100	1		70		54				1	10	cold-min		16	24	cold-max		36	48	cold-len		50	50	1	dblu	mcha										0	0	0
of Frost	100	1	1	28		20				2	10	cold-min		4	4	cold-max		8	8	cold-len		50	50	1	dblu	scha										0	0	0
of the Icicle	100	1	1	42		30				1	10	cold-min		8	8	cold-max		12	16	cold-len		50	50	1	dblu	scha										0	0	0
of the Glacier	100	1	1	66		50				1	10	cold-min		12	12	cold-max		20	24	cold-len		50	50	1	dblu	scha										0	0	0
of Winter	100	1		92		76				1	10	cold-min		16	20	cold-max		28	36	cold-len		50	50	1	dblu	scha										0	0	0
of Flame	100	1	1	6		4				2	12	fire-min		4	4	fire-max		8	8					1	dred	lcha	marb									0	0	0
of Fire	100	1	1	16		12				1	12	fire-min		4	8	fire-max		12	12					1	dred	lcha	marb									0	0	0
of Burning	100	1	1	28		20				1	12	fire-min		8	12	fire-max		16	28					1	dred	lcha	marb									0	0	0
of Incineration	100	1		44		32				1	12	fire-min		16	28	fire-max		32	56					1	dred	lcha	marb									0	0	0
of Flame	100	1	1	14		10				2	12	fire-min		4	4	fire-max		8	8					1	dred	mcha										0	0	0
of Fire	100	1	1	28		20				1	12	fire-min		8	8	fire-max		12	20					1	dred	mcha										0	0	0
of Burning	100	1	1	48		36				1	12	fire-min		12	20	fire-max		24	44					1	dred	mcha										0	0	0
of Incineration	100	1		68		52				1	12	fire-min		24	40	fire-max		48	68					1	dred	mcha										0	0	0
of Flame	100	1	1	22		16				2	12	fire-min		4	4	fire-max		8	8					1	dred	scha										0	0	0
of Fire	100	1	1	40		30				1	12	fire-min		8	8	fire-max		12	16					1	dred	scha										0	0	0
of Burning	100	1	1	64		48				1	12	fire-min		12	16	fire-max		20	32					1	dred	scha										0	0	0
of Incineration	100	1		90		74				1	12	fire-min		20	28	fire-max		36	52					1	dred	scha										0	0	0
of Shock	100	1	1	8		6				2	13	ltng-min		4	4	ltng-max		8	12					1	dyel	lcha	marb									0	0	0
of Lightning	100	1	1	14		10				1	13	ltng-min		4	4	ltng-max		16	28					1	dyel	lcha	marb									0	0	0
of Thunder	100	1	1	30		22				1	13	ltng-min		4	4	ltng-max		32	84					1	dyel	lcha	marb									0	0	0
of Storms	100	1		44		32				1	13	ltng-min		4	4	ltng-max		88	132					1	dyel	lcha	marb									0	0	0
of Shock	100	1	1	14		10				2	13	ltng-min		4	4	ltng-max		12	20					1	dyel	mcha										0	0	0
of Lightning	100	1	1	28		20				1	13	ltng-min		4	4	ltng-max		24	52					1	dyel	mcha										0	0	0
of Thunder	100	1	1	48		36				1	13	ltng-min		4	4	ltng-max		56	100					1	dyel	mcha										0	0	0
of Storms	100	1		68		52				1	13	ltng-min		4	4	ltng-max		104	152					1	dyel	mcha										0	0	0
of Shock	100	1	1	24		18				2	13	ltng-min		4	4	ltng-max		12	24					1	dyel	scha										0	0	0
of Lightning	100	1	1	42		30				1	13	ltng-min		4	4	ltng-max		28	40					1	dyel	scha										0	0	0
of Thunder	100	1	1	66		50				1	13	ltng-min		4	4	ltng-max		44	72					1	dyel	scha										0	0	0
of Storms	100	1		90		74				1	13	ltng-min		4	4	ltng-max		76	112					1	dyel	scha										0	0	0
of Dexterity	1	1	1	2	24	2				4	17	dex		4	4											boot	glov									0	0	0
of Dexterity	1	1	1	2	10	2				4	17	dex		4	4											ring										0	0	0
of Strength	1	1	1	2	22	2				4	31	str		4	4											glov										0	0	0
of Strength	1	1	1	2	8	2				4	31	str		4	4											ring										0	0	0
of Thorns	1	1	1	2	26	2				4	6	thorns		4	4											tors	belt	shld								0	0	0
of Frost	1	1	1	2	6	2				4	10	dmg-cold	25	4	4											weap							staf	wand	orb	0	0	0
of Flame	1	1	1	2	6	2				4	12	dmg-fire		4	8											weap							staf	wand	orb	0	0	0
of Blight	1	1	1	2	8	2				4	16	dmg-pois	50	32	32											weap							scep	staf	orb	0	0	0
of Shock	1	1	1	2	6	2				4	13	dmg-ltng		4	12											weap							staf	wand	orb	0	0	0
of Regeneration	1	1	1	2	18	2				3	19	regen		8	8											amul	circ									0	0	0
of Energy	1	1	1	2	8	2				4	23	enr		4	4											amul	orb	circ	wand	staf	helm	ring				0	0	0
of Light	1	1	1	2	10	2				4	25	light		4	4	att		40	40							ring	amul									0	0	0
of the Leech	100	1	1	48		40				2	27	lifesteal		8	12											amul										0	0	0
of the Locust	100	1	1	114		90				2	27	lifesteal		16	20											amul										0	0	0
of the Lamprey	100	1	1	170		146				2	27	lifesteal		24	24									1	cred	amul										0	0	0
of the Bat	1	1	1	50		42				2	28	manasteal		8	12											ring										0	0	0
of the Wraith	1	1	1	116		92				2	28	manasteal		16	20											ring										0	0	0
of the Vampire	100	1	1	172		148				2	28	manasteal		24	24									1	cred	ring										0	0	0
