Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
chicken	149	chicken		0	dummy	chicken			Idle		CK	1													2	2		3	3	0	0	0	0	chicken	chicken		15	15	15																																						1				1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
kashya	150	kashya		0	Kashya	kashya		human	Npc		RC	1													1	1		4	4	0	0	0	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
rat	151	rat		0	dummy	rat			Idle		RT	1													3	3		7	7	0	0	0	0	rat	rat		15	15	15																																				1		1				1								1	1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
rogue1	152	rogue1		0	Dummy	rogue1		human	Idle		RG	1													1	1		11	11	0	0	0	0	act1hire	act1hire	10	15	15	15																												rogue1								1		1	1			1								1	1																																	100	100	100	-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2				113	225	450	5	2879	5760	126	0	426	852	0	0	0	0				4319	8640	225	0	639	1278	0	0	0	0				8061	16128	225	0	1193	2386	0	0	0	0																																																																0
hellmeteor	153	hellmeteor		0	Dummy	hellmeteor			HellMeteor		K9	1													1	1		0	0	0	0	119	238				15	15	15				50	60	70	50	50	50	10	10	10																																										1						HellMeteor	A1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
charsi	154	charsi		0	Charsi	charsi		human	Npc		CI	1													1	1		6	6	0	0	0	0	charsi	charsi		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
warriv1	155	warriv1		0	Warriv	warriv1		human	Npc		WA	1													1	1		4	4	0	0	0	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
andariel	156	andariel		0	Andariel	andariel		demon	Andariel		AN	1													1	1		11	11	0	30	70	120	andariel	andariel	14	15	11	9				30	35	35	10	8	6	30	32	34	50	55	60																														1		1	1	1	1										AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			100	66	33	-25	-15	0			-50	50	50	20	18	0	-14	18	46	46	92	0	-70	92	92	92	0			1	0	60	240	5	8000	8000	126	2401	150	400	612	0	0	0				12000	12000	165	4766	225	600	1200	0	0	0				22400	22400	165	8594	420	1120	3760	0	0	0				A1	pois	100	33	33	30	100	60	33	33	100	33	33	225																													Andariel	Andariel	Andariel	Andarielq	Andariel (N)	Andariel (N)	Andariel (N)	Andarielq (N)	Andariel (H)	Andariel (H)	Andariel (H)	Andarielq (H)	6	1					0
bird1	157	bird1		0	dummy	bird1			Idle		BS	1													1	1		10	10	1	0	0	0				15	15	15																																				1		1				1								1	1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
bird2	158	bird2		0	dummy	bird2			Idle		BL	1													1	1		6	6	1	0	0	0				15	15	15																																				1		1				1								1	1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
bat	159	bat		0	dummy	bat			Idle		B9	1													1	2		10	10	1	0	0	0	bat	bat		15	15	15																																				1		1				1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
cr_archer1	160	cr_archer1	cr_archer2	0	DarkRanger	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												1	2		6	6	1	16	134	245	cr_archer	cr_archer	10	15	14	13				60	65	70	70	85	88	14	11	9	20	30	40	20	20	20							12	12	12	cr_arrow1									1								1		1			1	1																																	100	100	100	-50	-40	-33						0	4	0	7	28	18	18	21	0	35	140	35	35	2				20	39	78	5	1845	2598	126	239	273	384	1024	0	0	0				2768	3897	135	319	410	576	900	0	0	0				5166	7274	135	576	764	1075	1200	0	0	0																																														Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_archer2	161	cr_archer1	cr_archer3	1	VileArcher	cr_archer2		corruptrogue	CorruptArcher		CR	1	1												1	2		7	8	1	18	138	248	cr_archer	cr_archer	10	15	14	13				70	75	80	75	88	91	12	10	9	25	35	45	20	20	20							12	12	12	cr_arrow2									1								1		1			1	1																																	100	100	100	-50	-40	-33						0	4	0	31	7	18	18	21	0	154	35	35	35	2				23	45	90	5	1887	2657	126	239	279	393	1020	0	0	0				2831	3986	135	319	419	590	900	0	0	0				5284	7440	135	576	781	1100	1200	0	0	0				A1	pois					10	20	20	100	20	25	25	100																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer3	162	cr_archer1	cr_archer4	2	DarkArcher	cr_archer3		corruptrogue	CorruptArcher		CR	1	1												1	2		7	11	1	28	143	299	cr_archer	cr_archer	10	15	14	13				80	85	90	80	91	94	10	9	8	30	40	50	20	20	20							12	12	12	cr_arrow3									1								1		1			1	1																																	100	100	100	-50	-40	-33						0	4	0	7	31	18	18	21	0	35	154	35	35	2				30	60	120	5	1926	2757	126	239	285	408	1016	0	0	0				2889	4136	135	319	428	612	900	0	0	0				5393	7720	135	576	798	1142	1200	0	0	0				A1	cold					10	40	60	150	20	40	60	175																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer4	163	cr_archer1	cr_archer5	3	BlackArcher	cr_archer4		corruptrogue	CorruptArcher		CR	1	1												1	3		8	13	1	39	149	259	cr_archer	cr_archer	10	15	14	13				90	90	95	80	94	97	8	8	7	35	45	55	20	20	20							12	12	12	cr_arrow4									1								1		1			1	1																																	100	100	100	-50	-40	-33						0	4	0	7	32	18	18	21	0	35	161	35	35	2				42	84	168	5	1946	2859	126	239	288	423	1012	0	0	0				2919	4289	135	319	432	635	900	0	0	0				5449	8005	135	576	806	1184	1200	0	0	0				A1	ltng					10	5	120		20	5	140																														Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_archer5	164	cr_archer1	cr_archer6	4	FleshArcher	cr_archer5		corruptrogue	CorruptArcher		CR	1	1												2	3		10	14	1	92	194	306	cr_archer	cr_archer	10	15	14	13				99	99	99	85	97	99	6	6	6	40	50	60	20	20	20							12	12	12	cr_arrow5									1								1		1			1	1																																	100	100	100	-50	-40	-33	20					0	4	0	7	7	91	18	21	0	35	35	182	35	2				68	135	270	5	1965	2777	128	239	291	411	1008	0	0	0				2948	4166	135	319	437	617	900	0	0	0				5502	7776	135	576	815	1151	1200	0	0	0				A1	fire					10	50	70		20	60	80																														Act 3 Miss B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cr_lancer1	165	cr_lancer1	cr_lancer2	0	DarkSpearwoman	cr_lancer1		corruptrogue	CorruptLancer		CR	1													1	2		6	6	1	8	132	241	cr_lancer	cr_lancer	10	15	14	13				60	60	60	75	80	85	9	8	7	0	40	55	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33						0	13	0	7	28	18	18	63	0	35	140	35	35	2				6	12	24	5	1743	2618	126	239	258	387	404	0	0	0				2615	3927	143	272	387	581	840	0	0	0				4880	7330	143	490	722	1084	1120	0	0	0																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_lancer2	166	cr_lancer1	cr_lancer3	1	VileLancer	cr_lancer2		corruptrogue	CorruptLancer		CR	1													1	2		7	8	1	20	138	245	cr_lancer	cr_lancer	10	15	14	13				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33						0	13	0	31	7	18	18	63	0	154	35	35	35	2				9	18	36	5	1724	2516	126	239	255	372	364	0	0	0				2586	3774	143	272	383	558	840	0	0	0				4827	7045	143	490	714	1042	1120	0	0	0				A1	pois					10	25	25	100	20	33	33	100																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer3	167	cr_lancer1	cr_lancer4	2	DarkLancer	cr_lancer3		corruptrogue	CorruptLancer		CR	1													1	2		7	11	1	31	143	248	cr_lancer	cr_lancer	10	15	14	13				80	80	80	85	90	95	7	6	5	0	50	65	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33						0	13	0	7	31	18	18	63	0	35	154	35	35	2				14	27	54	5	1806	2718	126	239	267	402	380	0	0	0				2709	4077	143	272	401	603	840	0	0	0				5057	7610	143	490	748	1126	1120	0	0	0				A1	cold					10	60	80	175	20	60	80	175																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer4	168	cr_lancer1	cr_lancer5	3	BlackLancer	cr_lancer4		corruptrogue	CorruptLancer		CR	1													1	3		8	14	1	35	145	256	cr_lancer	cr_lancer	10	15	14	13				90	90	90	88	95	97	6	5	5	0	55	70	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33						0	13	0	7	32	18	18	63	0	35	161	35	35	2				15	30	60	5	1743	2657	126	239	258	393	380	0	0	0				2615	3986	143	272	387	590	840	0	0	0				4880	7440	143	490	722	1100	1120	0	0	0				A1	ltng					10	5	140		20	5	160																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_lancer5	169	cr_lancer1	cr_lancer6	4	FleshLancer	cr_lancer5		corruptrogue	CorruptLancer		CR	1													2	3		10	17	1	92	192	302	cr_lancer	cr_lancer	10	15	14	13				99	99	99	90	99	99	5	5	5	0	60	75	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33	20					0	13	0	7	7	91	18	63	0	35	35	182	35	2				36	72	144	5	1763	2657	128	236	261	393	368	0	0	0				2645	3986	143	272	392	590	840	0	0	0				4936	7440	143	490	731	1100	1120	0	0	0				A1	fire					10	70	90		20	70	90																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
sk_archer1	170	sk_archer1	sk_archer2	0	SkeletonArcher	sk_archer1		skeleton	SkeletonBow		SK	1	1												1	2		6	6	2	20	138	245	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	13	50	50	50	5	5	5	6	6	6										skbowarrow1									1						1				1			1	1																																				-50	-40	-25						24	11	0	9	0	23	70	56	0	46	0	46	140	2				23	45	90	5	1419	2979	126	233	210	441	1020	0	0	0				2129	4469	150	303	315	662	690	0	0	0				3973	8341	150	547	588	1235	920	0	0	0																																														Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer2	171	sk_archer1	sk_archer3	1	ReturnedArcher	sk_archer2		skeleton	SkeletonBow		SK	1	1												1	2		6	6	2	31	143	248	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	12	50	50	50	5	5	5	6	6	6										skbowarrow2									1						1				1			1	1																																				-50	-40	-25						24	11	0	9	0	23	74	56	0	46	0	46	147	2				35	69	138	5	1584	3164	126	236	234	468	1012	0	0	0				2376	4746	150	303	351	702	690	0	0	0				4435	8859	150	547	655	1310	920	0	0	0																																														Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer3	172	sk_archer1	sk_archer4	2	BoneArcher	sk_archer3		skeleton	SkeletonBow		SK	1	1												1	2		7	7	2	35	145	252	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	12	50	50	50	5	5	5	6	6	6										skbowarrow3									1						1				1			1	1																																				-50	-40	-25					50	24	13	0	9	0	53	74	63	0	46	0	105	147	2				38	75	150	5	1541	3164	126	236	228	468	1012	0	0	0				2312	4746	150	303	342	702	690	0	0	0				4315	8859	150	547	638	1310	920	0	0	0																																														Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
sk_archer4	173	sk_archer1	sk_archer5	3	BurningDeadArcher	sk_archer4		skeleton	SkeletonBow		SK	1	1												1	3		7	7	2	51	156	266	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	11	50	50	50	5	5	5	6	6	6										skbowarrow4									1						1				1			1	1																																				-50	-40	-25			50			24	13	0	21	0	23	77	63	0	105	0	46	154	2				53	105	210	5	1541	3062	126	233	228	453	1008	0	0	0				2312	4593	150	303	342	680	690	0	0	0				4315	8574	150	547	638	1268	920	0	0	0				A1	fire	100	25	55		100	25	55		100	25	55																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sk_archer5	174	sk_archer1	sk_archer6	4	HorrorArcher	sk_archer5		skeleton	SkeletonBow		SK	1	1												1	3		7	7	2	69	170	281	sk_archer	sk_archer	10	15	14	13				90	90	95	15	12	11	50	50	50	5	5	5	6	6	6										skbowarrow5									1						1				1			1	1																																				-50	-40	-25		50		70		24	14	21	0	21	0	77	70	105	0	105	0	154	2				68	135	270	5	1502	3062	126	236	222	453	1008	0	0	0				2253	4593	150	303	333	680	690	0	0	0				4206	8574	150	547	622	1268	920	0	0	0				A1	ltng	100	5	80		100	5	80		100	5	120																														Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
warriv2	175	warriv2		0	Warriv	warriv2		human	Npc		WX	1													1	1		4	4	0	0	0	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
atma	176	atma		0	Atma	atma		human	Npc		AS	1													1	1		4	4	0	0	0	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
drognan	177	drognan		0	Drognan	drognan		human	Npc		DR	1													1	1		4	4	0	0	0	0	drognan	drognan		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
fara	178	fara		0	Fara	fara		human	Npc		OF	1													1	1		4	4	0	0	0	0	fara	fara		15	15	15																																				1	1	1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
cow	179	cow		0	dummy	cow			Idle		CW	1													1	1		3	3	0	0	0	0	cow	cow		15	15	15																																				2	1	1				1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
maggotbaby1	180	maggotbaby1	maggotbaby2	0	SandMaggotYoung	maggotbaby1		sandmaggot	MaggotLarva		SB	1													1	1		6	6	1	61	164	274	maggotbaby	maggotbaby	9	15	14	13				75	78	80	20	17	14	60	60	60	15	15	15	20	20	20																				1												1	1							1																										100	75	50	-50	-40	-33						0	0	0	0	0	0	70	0	0	0	0	0	140	2				26	51	102	5	425	1319	126	144	63	195	376	0	0	0				638	1979	75	96	95	293	420	0	0	0				1190	3693	75	173	176	546	560	0	0	0				A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby2	181	maggotbaby1	maggotbaby3	1	RockWormYoung	maggotbaby2		sandmaggot	MaggotLarva		SB	1													1	1		6	6	1	66	164	302	maggotbaby	maggotbaby	9	15	14	13				80	83	85	19	16	13	70	70	70	15	15	15	20	20	20																				1												1	1							1																										100	75	50	-50	-40	-33						0	0	0	0	0	0	70	0	0	0	0	0	140	2				26	51	102	5	468	1299	126	144	69	192	368	0	0	0				702	1949	75	96	104	288	420	0	0	0				1310	3637	75	173	193	538	560	0	0	0				A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby3	182	maggotbaby1	maggotbaby4	2	DevourerYoung	maggotbaby3		sandmaggot	MaggotLarva		SB	1													1	1		7	7	1	73	175	284	maggotbaby	maggotbaby	9	15	14	13				85	88	90	18	15	12	80	80	80	15	15	15	20	20	20																				1												1	1							1																										100	75	50	-50	-40	-33						0	0	0	0	0	0	70	0	0	0	0	0	140	2				29	57	114	5	425	1338	126	141	63	198	372	0	0	0				638	2007	75	96	95	297	420	0	0	0				1190	3746	75	173	176	554	560	0	0	0				A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby4	183	maggotbaby1	maggotbaby5	3	GiantLampreyYoung	maggotbaby4		sandmaggot	MaggotLarva		SB	1													1	1		7	7	1	81	181	284	maggotbaby	maggotbaby	9	15	14	13				88	91	93	17	14	11	85	85	85	15	15	15	20	20	20																				1												1	1							1																										100	75	50	-50	-40	-33						0	0	0	0	0	0	70	0	0	0	0	0	140	2				32	63	126	5	425	1299	128	141	63	192	376	0	0	0				638	1949	75	96	95	288	420	0	0	0				1190	3637	75	173	176	538	560	0	0	0				A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby5	184	maggotbaby1	maggotbaby6	4	WorldKillerYoung	maggotbaby5		sandmaggot	MaggotLarva		SB	1													1	1		8	8	1	92	208	306	maggotbaby	maggotbaby	9	15	14	13				90	93	95	16	13	10	90	90	90	15	15	15	20	20	20																				1												1	1							1																										100	75	50	-50	-40	-33						0	0	0	0	0	0	70	0	0	0	0	0	140	2				36	72	144	5	425	1319	128	144	63	195	368	0	0	0				638	1979	75	96	95	293	420	0	0	0				1190	3693	75	173	176	546	560	0	0	0				A1	pois					5	15	15	50	5	15	15	50																																															0
camel	185	camel		0	dummy	camel			Idle		CM	1													1	1		7	7	0	0	0	0				15	15	15																																				2	1	1	1			1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
blunderbore1	186	blunderbore1	blunderbore2	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		4	4	1	69	170	281	pinhead	pinhead	10	15	14	13				75	80	85	15	12	10	60	70	70	12	12	12	40	50	55																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33						0	15	0	32	14	35	0	77	0	161	70	70	0	4				36	72	144	5	2192	3915	126	299	480	600	500	234	453	552				3288	5873	120	415	720	900	660	351	680	600				6138	10962	120	749	1344	1680	880	468	906	800																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
blunderbore2	187	blunderbore1	blunderbore3	1	Gorbelly	blunderbore2	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		6	6	1	77	178	288	pinhead	pinhead	10	15	14	13				80	85	90	12	9	7	80	80	80	9	9	9	50	60	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33						0	15	0	14	14	98	0	77	0	70	70	196	0	4				41	81	162	5	2192	3915	128	299	480	600	500	248	462	558				3288	5873	120	415	720	900	660	372	693	600				6138	10962	120	749	1344	1680	880	496	924	800																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore3	188	blunderbore1	blunderbore4	2	Mauler	blunderbore3	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		8	8	1	96	200	299	pinhead	pinhead	10	15	14	13				85	90	95	9	7	7	90	90	90	7	7	7	60	65	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33						0	15	0	14	28	35	0	77	0	70	140	70	0	4				50	99	198	5	2150	3915	128	309	480	600	504	238	453	558				3225	5873	120	415	720	900	660	357	680	600				6020	10962	120	749	1344	1680	880	476	906	800																																														Act 3 H2H C	Act 2 Champ C	Act 2 Unique C		Act 3 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 3 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore4	189	blunderbore1	blunderbore5	3	Urdar	blunderbore4	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	3		11	11	1	123	208	306	pinhead	pinhead	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33			50	50	50	20	15	0	21	21	53	0	77	0	105	105	105	0	4				63	126	252	5	2169	3873	126	373	480	600	500	242	453	558				3254	5810	120	415	720	900	660	363	680	600				6073	10844	120	749	1344	1680	880	484	906	800																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
