index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Vidgrips Vengeance	100	1		1	1	98	78	wsd	War Sword			5	10000	1	1	10					swing2		20	20	dmg-pois	300	50	200	openwounds		40	40	stupidity		30	30	sock	2																															0
The Necromancers Knife	100	1		1	1	60	52	kri	Kriss			5	10000	1	1	1					nec		1	1	dmg-pois	300	60	145	cast2		20	20	gold%		200	200	noheal		1	1	howl		10	10																									0
Staff of Mana	100	1		1	1	82	70	wst	War Staff			5	10000	1	1	4					sock	1			cast2		20	20	enr		30	30	res-cold		40	40	nofreeze		1	1	rep-dur	20			enr/lvl	1																							0
Fair Gloves	100	1		1	1	84	70	hgl	Gaunlets(H)			5	10000	1	0	8					dex		10	10	charged	32	10	15	dmg-norm		20	30	mag%/lvl	2			block2		20	20	demon-heal		15	15	stam		100	100																					0
Flayers Plated Boots	100	1		1	1	98	76	hbt	Plate Boots			5	10000	1	1	8					dru		1	1	att-skill	42	10	10	hp/lvl	2			move3		30	30	abs-ltng%		15	15	str		15	15																									0
Lucky Amulet	100	1		1	1	60	40	amu	Amulet			5	10000	1	0	15					mag%		60	60	vit		15	15	gold%		300	300	mag%/lvl	2																																			0
Snake in the Eye	100	1		1	1	50	38	axe	Axe			5	10000	1	1	11					stupidity		40	40	swing1		10	10	dmg%		100	100	lifesteal		6	6	sock	2																															0
Fury	100	1		1	1	180	190	7gs	Balrog Blade			5	10000	1	1	3					dmg%		200	250	swing2		30	50	noheal		1	1	openwounds		50	100	lifesteal		1	10	deadly		25	50	skill	147	1	10																					0
Bone Barrier	100	1		1	1	160	180	ush	Troll Nest			5	10000	1	1	0					ac%lvl	4			thorns/lvl	4			regen-mana		30	50	cast3		10	20	mana-kill		5	10	light		-5	-5	block		10	20																					0
Swiftstrike	100	1		1	1	180	190	7qr	Scissors Suwayyah			5	10000	1	1	3					ass		3	3	dmg%		200	250	dmg-demon		200	250	dmg-undead		200	250	lifesteal		5	5	manasteal		5	5	swing3		50	50	dmg%/lvl	8			sock	3			indestruct		1	1									0
Divine Shell	100	1		1	1	180	190	uar	Sacred Armor			5	10000	1	1	6					ac%		200	250	allskills		2	2	indestruct		1	1	balance3		25	25	res-all-max		1	10	res-all		5	25	nofreeze		1	1	ac/lvl	16			thorns/lvl	16			red-dmg%		10	25									0
Enigma	100	1		1	1	190	190	rin	Ring			5	10000	1	1	20					allskills		1	5	res-all		1	25	lifesteal		1	10	manasteal		1	10	gold%/lvl	8			mag%/lvl	8			ac%		1	100	dmg%		1	100	red-dmg		1	25	red-mag		1	25									0
Starfall	100	1		1	1	180	190	6hx	Colossus Crossbow			5	10000	1	1	20					allskills		1	1	dmg%		200	300	swing3		30	50	pierce		75	100	move3		-10	-10	ac		-100	-100																									0
Aderes Protector	100	1		1	1	34	22	cap	Cap/hat			5	10000	1	1	0					ac%		20	20	block		30	30	hp		40	40	dur%		60	60																																	0
Aidans Fiery Cap	100	1		1	1	58	40	skp	Skull Cap			5	10000	1	1	8					dmg-fire		30	40	abs-fire%		15	15	res-fire		50	50	vit		15	15	swing1		15	15																													0
Aikens Sturdy Helm	100	1		1	1	58	46	hlm	Helm			5	10000	1	0						indestruct		1	1	regen		15	15	move2		20	20	gethit-skill	68	20	20	sock	1																															0
Aitans Possession	100	1		1	1	58	60	fhl	Full Helm			5	10000	0							swing2		20	20	str/lvl	8			crush		30	30	dmg-mag		40	60	dmg-ltng		40	150	skilltab	12	1	1																									0
Alcanders Strength	100	1		1	1	68	72	bhm	Bone Helm			5	10000	1	1	1					str		20	20	bar		1	1	block		34	45	swing2		25	25	hit-skill	66	10	10																													0
Protector of Mankind	100	1		1	1	70	78	ghm	Great Helm			5	10000	1	1	4					knock		1	1	indestruct		1	1	dmg%		70	90	abs-cold%		20	20	sock	2																															0
Algers Cleverness	100	1		1	1	70	80	crn	Crown			5	10000	0	0						cast2		20	20	block2		15	15	mana		40	40	skill	70	3	3	abs-mag%		10	10																													0
Defender of Men	100	1		1	1	76	88	msk	Mask			5	10000	1	1	3					abs-cold%		15	20	abs-fire%		15	20	abs-ltng%		15	20	abs-mag%		15	20	abs-pois%		15	20	sock	2																											0
Arlens Pledge	100	1		1	1	90	98	xap	War Hat			5	10000	1	1	6					sor		2	2	cast2		20	20	block1		15	15	mana/lvl	16			regen-mana		30	30	gethit-skill	78	8	12																									0
Valiant Balin	100	1		1	1	94	100	xkp	Sallet			5	10000	1	1	20					pal		1	1	hp%		20	20	dmg%		100	150	dmg-cold	250	50	150																																	0
Blaydes Pride	100	1		1	1	98	104	xlm	Casque			5	10000	1	1	2					dru		1	1	dmg-demon		300	300	dmg-fire		50	100	str		20	20	res-pois-len		80	80																													0
Brice	100	1		1	1	100	106	xhl	Basinet			5	10000	1	1	13					move3		30	30	swing3		30	30	res-all		20	40	nofreeze		1	1																																	0
Brogans Terror	100	1		1	1	102	110	xh9	Grim Helm			5	10000	1	1	3					nec		2	2	cast2		20	20	ac%		40	40	balance3		30	30	mana%		30	30	skilltab	7	2	2	howl		100	100																					0
Edans Fury	100	1		1	1	104	114	xhm	Winged Helm			5	10000	1	1	8					str/lvl	8			regen		20	25	swing2		25	25	slow		15	25	balance3		30	30	hit-skill	45	20	20																									0
Eriks Phantom	100	1		1	1	110	118	xrn	Grand Crown			5	10000	1	1	0					ass		1	2	ignore-ac		1	1	mag%		50	60	deadly		40	50	kick		50	50																													0
Garsons Conquest	100	1		1	1	114	120	xsk	Death Mask			5	10000	1	0	0					att		200	200	charged	94	5	15	abs-fire%		25	25	openwounds		60	70	light-thorns		120	120																													0
The Jester's Cap	100	1	1	1	1	200	250	uap	Shako			5	10000	lpur	lpur						allskills		-10	-10	dmg%		-300	-300	oskill	58	1	1	oskill	54	1	1	oskill	43	1	1	aura	125	5	5	charged	87	20	20	mana%		-50	-50	regen		-100	-100													0
Kaies Combatic Helm	100	1		1	1	124	134	ukp	Hydraskull			5	10000	1	0						bar		2	2	swing3		30	30	balance3		30	30	ac-hth		100	150	ac-miss		100	150	dmg%		200	200																									0
Leader of the Warriors	100	1		1	1	140	158	ulm	Armet			5	10000	1	1	15					ac%		90	90	swing3		35	35	str		40	40	res-pois-len		100	100	crush		80	90	dmg-mag		150	200	charged	152	20	30																					0
Luks Wolves	100	1		1	1	150	164	uhl	Giant Conch			5	10000	1	0	0					charged	227	25	30	swing3		30	30	block2		25	25	indestruct		1	1	dru		2	2	dmg-ltng		100	250																									0
Owyns Noble Birth	100	1		1	1	148	160	uh9	Bone Visage			5	10000	1	1	5					dex		30	30	enr		30	30	str		30	30	vit		30	30	hp%		50	50	sock	2																											0
Syams Storm	100	1		1	1	156	168	uhm	Spired Helm			5	10000	1	1	2					bar		3	3	str		50	50	dmg%		250	250	abs-mag%		50	50	crush		70	70	gold%		400	400																									0
Conquerer	100	1		1	1	168	174	urn	Corona			5	10000	1	1	20					gethit-skill	42	80	80	indestruct		1	1	stupidity		100	100	freeze		100	100	ease		100	100	nofreeze		1	1																									0
Xaviers Brillant Helm	100	1		1	1	168	174	usk	Demonhead			5	10000	1	0						enr		50	50	cast3		30	30	abs-mag%		50	60	move3		30	30	sor		3	3	skilltab	5	3	3																									0
Yves Archer	100	1		1	1	80	90	ci0	Circlet			5	10000	1	1	13					ama		1	1	ac-hth		50	50	dmg-cold	300	40	80	hit-skill	66	15	15																																	0
Ansels Blessed Helm	100	1		1	1	88	98	ci1	Coronet			5	10000	1	1	0					enr		40	40	mana%		30	30	cast2		25	25	regen-mana		50	50	sor		2	2	mag%		80	80																									0
Morgyns Sea Dweller	100	1		1	1	108	118	ci2	Tiara			5	10000	1	0						move3		30	30	swing3		35	35	dmg%		150	150	dmg-mag		100	100	nofreeze		1	1																													0
Riordins Poem	100	1		1	1	128	140	ci3	Diadem			5	10000	1	1	3					nec		4	4	cast2		25	25	enr/lvl	8			abs-pois%		50	50	gethit-skill	62	20	20	half-freeze		1	1																									0
Elf Kings Armor	100	1		1	1	22	18	qui	Quilted Armor			5	10000	1	1	0					dmg-pois	200	25	50	ac%		250	250	half-freeze		1	1	move2		20	20																																	0
All Thief	100	1		1	1	32	24	lea	Leather Armor			5	10000	1	1	1					move3		30	30	regen-mana		30	40	mag%		45	50	thorns		40	45	sock	1																															0
Shiner	100	1		1	1	48	36	hla	Hard Leather Armor			5	10000	1	1	3					dex		15	15	ac-hth		60	60	crush		45	45	magicarrow		1	1	gethit-skill	38	20	20																													0
Swollen	100	1		1	1	40	36	stu	Studded Leather			5	10000	1	1	7					cast2		20	20	mana/lvl	2			res-cold		40	40	rep-dur	20			charged	43	5	5																													0
Day Finn	100	1		1	1	52	44	rng	Ring Mail			5	10000	1	1	6					ac%		100	100	dmg-mag		60	80	res-pois		35	35	vit		20	20	balance2		25	25	sock	2																											0
Strife Spear	100	1		1	1	58	50	scl	Scale Mail			5	10000	1	1	11					ama		1	1	slow		15	20	light-thorns		60	60	gold%		250	250	skilltab	2	2	2																													0
Wanderer	100	1		1	1	60	56	chn	Chain Mail			5	10000	1	1	2					move2		20	20	demon-heal		15	15	dmg-fire		50	60	stam		100	100	hit-skill	45	10	12																													0
Magician	100	1		1	1	66	60	spl	Splint Mail			5	10000	1	1	20					lifesteal		8	8	manasteal		8	8	dmg%		70	90	abs-mag%		15	15	openwounds		50	50																													0
Frosty	100	1		1	1	70	60	plt	Plate Mail			5	10000	1	1	6					dmg-cold	350	100	100	abs-cold%		40	40	res-cold		50	50	nofreeze		1	1																																	0
Found	100	1		1	1	76	70	fld	Field Plate			5	10000	1	0						att		150	150	dur%		100	100	dmg/lvl	2			res-mag		30	30	mag%		50	50	res-pois-len		80	80																									0
Glowing	100	1		1	1	80	76	gth	Gothic Plate			5	10000	1	1	13					dmg-ltng		20	170	abs-ltng%		25	25	res-ltng		40	50	light-thorns		100	100	sock	1																															0
Skillful	100	1		1	1	90	80	ful	Full Plate Mail			5	10000	1	1	17					allskills		1	1	res-cold		45	50	res-fire		45	50	res-ltng		45	50	str		20	20	dex		30	30																									0
Grave Treader	100	1		1	1	96	88	aar	Ancient Armor			5	10000	1	1	3					block3		30	30	swing2		20	20	vit		25	25	dmg-pois	300	100	120	charged	56	6	15																													0
Bowman	100	1		1	1	100	90	ltp	Light Plate			5	10000	1	1	12					ama		1	1	gethit-skill	54	10	10	skilltab	0	2	2	dmg%		100	100	indestruct		1	1	sock	1																											0
Thor's Chop	100	1		1	1	160	160	7wa	Berserker Axe			5	10000	1	1	8					dmg%/lvl	20			dmg%		150	150	dmg/lvl	4			str/lvl	4			vit/lvl	4			crush/lvl	4			swing2		20	20	indestruct		1	1	dmg-cold	125	80	160													0
Afterlife's Will	100	1		1	1	250	250	cm1	Charm Small		1	5	10000	bwht	bwht						dmg%		50	150	manasteal		5	15	lifesteal		5	15	red-dmg%		5	10	allskills		1	2	move3		10	10	sock		1	1																					0
Deathflake	100	1		1	1	40	50	cm3	Charm Large		1	5	10000								all-stats		2	10	hp		5	50	mana		5	50	heal-kill		3	10	sock		0	3																													0
Deathgranter	100	1		1	1	100	110	cm2	Charm Medium		1	5	10000								allskills		1	1	dmg-mag		10	50	dmg-elem	16	40	80	hp%		5	15	mana%		5	15	sock		0	2																									0
Cryptking	100	1		1	1	180	200	cm1	Charm Small		1	5	10000								all-stats		5	20	move3		20	20	cheap		10	15	sock		1	1	addxp		10	10	gold%		200	300	mag%		50	200	balance3		10	30																	0
Thor's Knife Fingers	100	1		1	1	190	180	7ar	Suwayyah			5	10000	cblu	cblu						ignore-ac		1	1	regen		30	30	mana-kill		15	15	abs-mag/lvl	8			swing2		30	30	dmg-cold	125	50	200	dmg-ltng		50	200	slow		10	20	dmg%		300	350	dmg-norm		30	40									0
Fiery Shot	100	1		1	1	60	50	eaq	enArrows			5	10000	cred	cred						dmg-fire		50	130	extra-fire		30	40	abs-fire%		5	10	explosivearrow		1	1	rep-quant	50																															0
Thor's Quiver	100	1		1	1	180	170	eaq	enArrows			5	10000	cblu	cblu						dmg%		20	50	lifesteal		5	10	manasteal		5	10	dmg-cold	24	100	120	all-stats		5	10	rep-quant	70																											0
Freezing Bolt	100	1		1	1	50	40	ebq	enBolts			5	10000	dblu	dblu						dmg-cold	16	20	30	extra-cold		10	20	abs-cold%		5	10	magicarrow		1	1	rep-quant	50																															0
Odin's Quiver	100	1		1	1	190	180	ebq	enBolts			5	10000	blac	blac						dmg%		40	70	dmg		5	15	ama		1	2	dmg-elem	24	50	120	dmg-mag		50	120	swing2		10	10	rep-quant	70																							0
Thor's Precious	100	1		1	1	250	240	rin	Ring			5	10000	lgld	lgld	20					allskills		1	5	att%		250	250	cast2		25	75	ac%		500	500	light		5	5	gethit-skill	59	25	25	str%		25	25	vit%		25	25																	0
Thor's Starlet	100	1		1	1	200	200	amu	Amulet			5	10000	lgld	lgld	19					allskills		1	10	ac%		250	500	regen		150	150	regen-mana		150	150	lifesteal		15	30	manasteal		15	30	oskill	Frozen Armor	35	35																					0
Thor's Metal Wrappings	100	1		1	1	200	200	uhc	Colossus Girdle			5	10000	lgld	lgld	4					str/lvl	8			dex/lvl	8			vit/lvl	8			enr/lvl	8			ac%		150	150	sock		1	2	ethereal		1	1	move3		75	75	balance3		50	50	dmg%		444	444									0
Ragnarok	100	1	1	1	1	275	275	cm3	Charm Large		1	5	10000								allskills		1	5	aura	123	1	10	regen		250	250	res-all		20	25	sock		0	3	hp%		30	75	mana%		30	75	move3		30	45	cheap		20	20													0
Ragnarok 	100	1		1	1	250	250	cm2	Charm Medium		1	5	10000								allskills		1	2	aura	123	1	3	regen		100	100	res-all		15	15	sock		0	1	hp%		25	25	mana%		25	25	move3		15	30	cheap		10	10													0
Colonel Carter's Jaffa Killer	100	1		1	1	200	200	8sw	Rune Bow			5	10000								magicarrow		1	1	dmg%		100	300	dmg-pois	150	48	48	dmg-ltng		8	122	dmg-fire		40	80	dmg-cold	75	50	75	res-all		25	25	res-all-max		20	20	vit/lvl	8			dex/lvl	8			enr/lvl	8			str/lvl	8			0
Life After Death	100	1	1	1	1	225	225	cm1	Charm Small		1	5	10000	bwht	bwht						str/lvl	4			dex/lvl	4			vit/lvl	4			enr/lvl	4			regen		-50	-50	sock		0	1	gethit-skill	350	1	35	balance2		25	25	move3		40	40													0
NEW Uniques	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Malah's Prism	100	1	1	1	1	200	250	amu	Amulet			5	10000	lred	lred						allskills		2	3	extra-cold		50	75	extra-fire		50	75	extra-ltng		50	75	extra-pois		50	75	res-all-max		15	15	oskill	Natural Resistance	5	5	abs-fire%		25	40	abs-cold%		25	40	abs-ltng%		25	40	res-pois-len		50	50					0
Graveyard Guardian	100	1	1	1	1	200	230	xth	Embossed Plate			5	10000	lgry	lgry						nec		5	5	ac%		400	425	all-stats		20	30	oskill	Bone Wall	6	6	oskill	Bone Prison	3	3	gethit-skill	68	75	55	oskill	Raise Skeleton	5	5	oskill	Skeleton Mastery	1	1	extra-mag		250	300													0
Izual's Defection	100	1	1	1	1	200	220	xar	Ornate Armor			5	10000	blac	blac						ac%		300	350	oskill	Frost Nova	7	10	oskill	Frozen Armor	7	10	extra-cold		50	100	regen		-25	-25	red-dmg%		20	30	allskills		2	3																					0
Raider Of The Halls	100	1	1	1	1	200	190	ung	Diamond Mail			5	10000								allskills		3	5	aura	119	20	20	ac%		375	400	ac		1000	1000	gold%		250	300	light		10	10	mag%		100	200	res-all		30	30	oskill	Corpse Explosion	1	1													0
Bahamut's Jeweled Underbelly	100	1	1	1	1	225	235	uit	Monarch			5	10000	dred	dred						ac%		200	300	dmg%		50	100	block		35	35	block2		45	45	all-stats		15	45	str/lvl	20			hp/lvl	38			red-dmg%		35	35	regen		55	55	sock		3	4									0
Diablo's Soulstone Shard	100	1	1	1	1	300	270	rin	Ring		1	5	10000	bred	bred						allskills		4	6	aura	102	50	50	dmg%		250	250	ac%		250	250	res-all-max		15	15	res-all		45	45	all-stats		25	50	addxp		50	50	extra-fire		200	300													0
Mephisto's Soulstone Shard	100	1	1	1	1	300	270	rin	Ring		1	5	10000	cblu	cblu						allskills		4	6	aura	114	40	40	dmg%		250	250	ac%		250	250	res-all-max		15	15	res-all		45	45	all-stats		25	50	addxp		50	50	extra-cold		150	250													0
Baal's Soulstone Shard	100	1	1	1	1	300	270	rin	Ring		1	5	10000	lgld	lgld						allskills		4	6	aura	118	30	30	dmg%		250	250	ac%		250	250	res-all-max		15	15	res-all		45	45	all-stats		25	50	addxp		50	50	extra-ltng		125	225													0
Toxic Wind	100	1	1	1	1	200	200	6lw	Hydra Bow			5	10000	cgrn	cgrn						dmg%		350	400	swing2		40	40	dmg-min		45	45	dmg-max		50	50	dmg-demon		200	200	dex%		40	50	att-skill	Poison Nova	50	50	charged	Venom	50	75																	0
Holy Light of Cera Sumat	100	1	1	1	1	240	250	7ls	Cryptic Sword			5	10000	bwht	bwht						indestruct		1	1	aura	119	30	30	hit-skill	Holy Bolt	50	20	hit-skill	121	25	40	dmg-undead		475	510	dmg-demon		475	510	skill	102	5	10	skill	114	5	10	skil	118	5	10	skill	117	5	5	demon-heal		15	15	sock		4	5	0
Griswold's Diamond Edge	100	1	1	1	1	240	250	7bs	Conquest Sword			5	10000	oran	oran						aura	102	45	45	dmg%		450	500	dmg-demon		250	300	att%		250	300	hit-skill	Enchant	10	40	hit-skill	Venom	10	40	pierce-fire		30	30	pierce-pois		30	30	str/lvl	16			dex/lvl	8			hp/lvl	16			oskill	Zeal	1	1	0
Molten Moccasins	100	1	1	1	1	225	250	uhb	Myrmidon Greaves			5	10000	dred	dred						move3		50	50	gethit-skill	46	30	45	oskill	Fire Wall	3	5	res-fire		150	150	res-fire-max		50	50	oskill	Fireball	3	5	oskill	Exploding Arrow	3	5	extra-fire	 	150	250	pierce-fire		45	50													0
Frost Feet	100	1	1	1	1	225	250	uhb	Myrmidon Greaves			5	10000	cblu	cblu						move3		50	50	gethit-skill	64	30	45	oskill	Glacial Spike	3	5	res-cold		150	150	res-cold-max		50	50	oskill	Ice Blast	3	5	oskill	Chilling Armor	3	5	extra-cold		150	250	pierce-cold		45	50													0
Thunder Treads	100	1	1	1	1	225	250	uhb	Myrmidon Greaves			5	10000	lgld	lgld						move3		50	50	gethit-skill	53	30	45	oskill	Nova	3	5	res-ltng		150	150	res-ltng-max		50	50	oskill	Thunder Storm	3	5	oskill	Fist of the Heavens	3	5	extra-ltng		150	250	pierce-ltng		45	50													0
The Holy Spear of Longinus	100	1	1	1	1	215	220	7sr	Hyperion Spear			5	10000	lgld	lgld						aura	Sanctuary	25	25	dmg%		400	450	att-skill	Holy Bolt	50	40	dmg-demon		300	300	dmg-min		30	30	dmg-max		40	40	dmg%/lvl	12			str/lvl	12			dex/lvl	8			hp/lvl	44											0
Toxic Toes	100	1	1	1	1	225	250	uhb	Myrmidon Greaves			5	10000	cgrn	cgrn						move3		50	50	gethit-skill	Poison Nova	30	45	oskill	Poison Nova	3	5	res-pois		150	150	res-pois-max		50	50	oskill	Poison Explosion	3	5	oskill	Venom	3	5	extra-pois		150	250	pierce-pois		45	50													0
Ensnared Carnage	100	1	1	1	1	120	125	na7	Barbarian Amulet			5	10000								bar		3	5	addxp		25	25	all-stats		10	25	dmg%		100	100	str%		5	5	aura	98	10	10																									0
Scoutsman's Charm	100	1	1	1	1	120	125	na6	Amazon Amulet			5	10000								ama		3	5	addxp		25	25	all-stats		10	25	dmg-min		45	45	dex%		5	5	aura	113	10	10																									0
Skillful Orb	100	1	1	1	1	120	125	na3	Sorceress Amulet			5	10000								sor		3	5	addxp		25	25	all-stats		10	25	allskills		2	2	enr%		5	5	aura	120	10	10																									0
Consecrated Talisman	100	1	1	1	1	120	125	na4	Paladin Amulet			5	10000								pal		3	5	addxp		25	25	all-stats		10	25	dmg-demon		150	150	dmg-undead		150	150	aura	119	10	10																									0
Corpulent Collector	100	1	1	1	1	120	125	na1	Necromancer Amulet			5	10000								nec		3	5	addxp		25	25	all-stats		10	25	vit%		5	5	enr%		5	5	aura	124	10	10																									0
Nature's Wrath	100	1	1	1	1	120	125	na5	Druid Amulet			5	10000								dru		3	5	addxp		25	25	all-stats		10	25	oskill	57	1	1	oskill	59	1	1	aura	109	10	10																									0
Stealthful Spherule	100	1	1	1	1	120	125	na2	Assassin Amulet			5	10000								ass		3	5	addxp		25	25	all-stats		10	25	charged	77	15	15	charged	86	15	15	aura	115	10	10																									0
